"ID","X","Y","Elevation","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
44,396271.820,3872966.015,1.109,0.1168,5.02,0.1168,5.021,0.7,1.3,1
45,396271.875,3872965.912,1.11,0.1168,5.137,0.1168,5.138,0.6,1.0,1
46,396271.929,3872965.808,1.111,0.1168,5.254,0.1168,5.254,0.4,0.7,1
47,396271.983,3872965.705,1.112,0.1168,5.371,0.1168,5.371,0.4,0.8,1
48,396272.037,3872965.602,1.113,0.1168,5.487,0.1168,5.488,0.4,0.7,1
49,396272.092,3872965.498,1.114,0.1168,5.604,0.1168,5.605,0.3,0.6,1
50,396272.146,3872965.395,1.114,0.1168,5.721,0.1168,5.722,0.3,0.6,1
51,396272.200,3872965.292,1.115,0.1168,5.838,0.1168,5.838,0.3,0.5,1
52,396272.255,3872965.188,1.115,0.1168,5.954,0.1168,5.955,0.1,0.2,1
53,396272.309,3872965.085,1.115,0.1168,6.071,0.1168,6.072,0.1,0.3,1
54,396272.363,3872964.982,1.115,0.1168,6.188,0.1168,6.189,0.1,0.1,1
55,396272.417,3872964.878,1.116,0.1168,6.305,0.1168,6.305,0.1,0.1,1
56,396272.472,3872964.775,1.116,0.1168,6.421,0.1168,6.422,0.2,0.3,1
57,396272.526,3872964.672,1.116,0.1168,6.538,0.1168,6.539,0.2,0.3,1
58,396272.580,3872964.569,1.117,0.1168,6.655,0.1168,6.656,0.3,0.5,1
59,396272.635,3872964.465,1.118,0.1168,6.772,0.1168,6.772,0.4,0.8,1
60,396272.689,3872964.362,1.119,0.1168,6.888,0.1168,6.889,0.5,0.8,1
61,396272.743,3872964.259,1.12,0.1168,7.005,0.1168,7.006,0.6,1.1,1
62,396272.797,3872964.155,1.121,0.1168,7.122,0.1168,7.123,0.7,1.2,1
63,396272.852,3872964.052,1.123,0.1168,7.239,0.1168,7.239,0.6,1.0,1
64,396272.906,3872963.949,1.124,0.1168,7.355,0.1168,7.356,0.6,1.0,1
65,396272.960,3872963.845,1.125,0.1168,7.472,0.1168,7.473,0.6,1.0,1
66,396273.015,3872963.742,1.126,0.1168,7.589,0.1168,7.59,0.5,0.9,1
67,396273.069,3872963.639,1.127,0.1168,7.706,0.1168,7.706,0.5,0.8,1
68,396273.123,3872963.535,1.128,0.1168,7.822,0.1168,7.823,0.4,0.8,1
69,396273.178,3872963.432,1.128,0.1168,7.939,0.1168,7.94,0.4,0.7,1
70,396273.232,3872963.329,1.129,0.1168,8.056,0.1168,8.057,0.4,0.7,1
71,396273.286,3872963.225,1.13,0.1168,8.173,0.1168,8.173,0.4,0.8,1
72,396273.340,3872963.122,1.131,0.1168,8.289,0.1168,8.29,0.6,1.0,1
73,396273.395,3872963.019,1.133,0.1168,8.406,0.1168,8.407,0.6,1.0,1
74,396273.449,3872962.915,1.134,0.1168,8.523,0.1168,8.524,0.6,1.0,1
75,396273.503,3872962.812,1.135,0.1168,8.64,0.1168,8.64,0.5,0.8,1
76,396273.558,3872962.709,1.136,0.1168,8.756,0.1168,8.757,0.4,0.7,1
77,396273.612,3872962.605,1.136,0.1168,8.873,0.1168,8.874,0.3,0.6,1
78,396273.666,3872962.502,1.137,0.1168,8.99,0.1168,8.991,0.2,0.4,1
79,396273.720,3872962.399,1.137,0.1168,9.107,0.1168,9.107,0.1,0.2,1
80,396273.775,3872962.295,1.137,0.1168,9.223,0.1168,9.224,0.0,0.0,1
81,396273.829,3872962.192,1.137,0.1168,9.34,0.1168,9.341,0.1,0.1,1
82,396273.883,3872962.089,1.136,0.1168,9.457,0.1168,9.458,0.3,0.5,1
83,396273.938,3872961.985,1.136,0.1168,9.574,0.1168,9.574,0.3,0.6,1
84,396273.992,3872961.882,1.135,0.1168,9.69,0.1168,9.691,0.5,0.8,1
85,396274.046,3872961.779,1.134,0.1168,9.807,0.1168,9.808,0.4,0.7,1
86,396274.100,3872961.675,1.133,0.1168,9.924,0.1168,9.925,0.4,0.7,1
87,396274.155,3872961.572,1.133,0.1168,10.041,0.1168,10.041,0.2,0.4,1
88,396274.209,3872961.469,1.132,0.1168,10.157,0.1168,10.158,0.2,0.4,1
89,396274.263,3872961.365,1.132,0.1168,10.274,0.1168,10.275,0.0,0.0,1
90,396274.318,3872961.262,1.133,0.1168,10.391,0.1168,10.392,0.3,0.5,1
91,396274.372,3872961.159,1.134,0.1168,10.508,0.1168,10.508,0.4,0.7,1
92,396274.426,3872961.055,1.135,0.1168,10.624,0.1168,10.625,0.6,1.1,1
93,396274.480,3872960.952,1.136,0.1168,10.741,0.1168,10.742,0.7,1.1,1
94,396274.535,3872960.849,1.138,0.1168,10.858,0.1168,10.859,0.7,1.3,1
95,396274.589,3872960.745,1.139,0.1168,10.975,0.1168,10.975,0.4,0.7,1
96,396274.643,3872960.642,1.14,0.1168,11.091,0.1168,11.092,0.5,0.9,1
97,396274.698,3872960.539,1.14,0.1168,11.208,0.1168,11.209,0.2,0.4,1
98,396274.752,3872960.435,1.141,0.1168,11.325,0.1168,11.326,0.3,0.5,1
99,396274.806,3872960.332,1.141,0.1168,11.442,0.1168,11.442,0.3,0.4,1
100,396274.861,3872960.229,1.142,0.1168,11.558,0.1168,11.559,0.4,0.8,1
101,396274.915,3872960.126,1.143,0.1168,11.675,0.1168,11.676,0.7,1.1,1
102,396274.969,3872960.022,1.145,0.1168,11.792,0.1168,11.793,0.8,1.4,1
103,396275.023,3872959.919,1.146,0.1168,11.909,0.1168,11.91,0.7,1.2,1
104,396275.078,3872959.816,1.148,0.1168,12.025,0.1168,12.026,0.8,1.4,1
105,396275.132,3872959.712,1.15,0.1168,12.142,0.1168,12.143,0.9,1.6,1
106,396275.186,3872959.609,1.152,0.1168,12.259,0.1168,12.26,1.0,1.7,1
107,396275.241,3872959.506,1.154,0.1168,12.376,0.1168,12.377,1.1,1.9,1
108,396275.295,3872959.402,1.156,0.1168,12.492,0.1168,12.493,1.0,1.8,1
109,396275.349,3872959.299,1.158,0.1168,12.609,0.1168,12.61,1.0,1.8,1
110,396275.403,3872959.196,1.16,0.1168,12.726,0.1168,12.727,1.0,1.8,1
111,396275.458,3872959.092,1.162,0.1168,12.843,0.1168,12.844,1.0,1.8,1
112,396275.512,3872958.989,1.165,0.1168,12.959,0.1168,12.96,1.2,2.2,1
113,396275.566,3872958.886,1.168,0.1168,13.076,0.1168,13.077,1.6,2.8,1
114,396275.621,3872958.782,1.172,0.1168,13.193,0.1168,13.194,1.8,3.1,1
115,396275.675,3872958.679,1.176,0.1168,13.31,0.1168,13.311,2.0,3.5,1
116,396275.729,3872958.576,1.18,0.1168,13.426,0.1168,13.428,2.0,3.5,1
117,396275.783,3872958.472,1.184,0.1168,13.543,0.1168,13.544,1.8,3.2,1
118,396275.838,3872958.369,1.188,0.1168,13.66,0.1168,13.661,1.9,3.4,1
119,396275.892,3872958.266,1.192,0.1168,13.777,0.1168,13.778,1.9,3.3,1
120,396275.946,3872958.162,1.195,0.1168,13.893,0.1168,13.895,1.7,3.0,1
121,396276.001,3872958.059,1.199,0.1168,14.01,0.1168,14.012,1.7,2.9,1
122,396276.055,3872957.956,1.201,0.1168,14.127,0.1168,14.129,1.3,2.3,1
123,396276.109,3872957.852,1.203,0.1168,14.244,0.1168,14.245,0.9,1.6,1
124,396276.163,3872957.749,1.204,0.1168,14.36,0.1168,14.362,0.4,0.8,1
125,396276.218,3872957.646,1.204,0.1168,14.477,0.1168,14.479,0.0,0.1,1
126,396276.272,3872957.542,1.204,0.1168,14.594,0.1168,14.596,0.2,0.4,1
127,396276.326,3872957.439,1.203,0.1168,14.711,0.1168,14.712,0.2,0.4,1
128,396276.381,3872957.336,1.202,0.1168,14.827,0.1168,14.829,0.3,0.6,1
129,396276.435,3872957.232,1.202,0.1168,14.944,0.1168,14.946,0.3,0.6,1
130,396276.489,3872957.129,1.201,0.1168,15.061,0.1168,15.063,0.4,0.8,1
131,396276.544,3872957.026,1.201,0.1168,15.178,0.1168,15.179,0.1,0.3,1
132,396276.598,3872956.922,1.2,0.1168,15.294,0.1168,15.296,0.1,0.2,1
133,396276.652,3872956.819,1.201,0.1168,15.411,0.1168,15.413,0.1,0.2,1
134,396276.706,3872956.716,1.201,0.1168,15.528,0.1168,15.53,0.3,0.6,1
135,396276.761,3872956.612,1.202,0.1168,15.645,0.1168,15.646,0.4,0.7,1
136,396276.815,3872956.509,1.203,0.1168,15.761,0.1168,15.763,0.5,0.9,1
137,396276.869,3872956.406,1.204,0.1168,15.878,0.1168,15.88,0.6,1.1,1
138,396276.924,3872956.302,1.206,0.1168,15.995,0.1168,15.997,0.7,1.2,1
139,396276.978,3872956.199,1.207,0.1168,16.112,0.1168,16.113,0.7,1.3,1
140,396277.032,3872956.096,1.209,0.1168,16.228,0.1168,16.23,0.8,1.4,1
141,396277.086,3872955.993,1.21,0.1168,16.345,0.1168,16.347,0.7,1.2,1
142,396277.141,3872955.889,1.212,0.1168,16.462,0.1168,16.464,0.7,1.2,1
143,396277.195,3872955.786,1.213,0.1168,16.579,0.1168,16.58,0.5,0.9,1
144,396277.249,3872955.683,1.214,0.1168,16.695,0.1168,16.697,0.4,0.7,1
145,396277.304,3872955.579,1.214,0.1168,16.812,0.1168,16.814,0.2,0.3,1
146,396277.358,3872955.476,1.214,0.1168,16.929,0.1168,16.931,0.1,0.1,1
147,396277.412,3872955.373,1.214,0.1168,17.046,0.1168,17.047,0.1,0.1,1
148,396277.466,3872955.269,1.214,0.1168,17.162,0.1168,17.164,0.2,0.4,1
149,396277.521,3872955.166,1.213,0.1168,17.279,0.1168,17.281,0.3,0.5,1
150,396277.575,3872955.063,1.212,0.1168,17.396,0.1168,17.398,0.5,0.9,1
151,396277.629,3872954.959,1.21,0.1168,17.513,0.1168,17.514,0.9,1.6,1
152,396277.684,3872954.856,1.208,0.1168,17.629,0.1168,17.631,1.2,2.0,1
153,396277.738,3872954.753,1.205,0.1168,17.746,0.1168,17.748,1.4,2.4,1
154,396277.792,3872954.649,1.202,0.1168,17.863,0.1168,17.865,1.3,2.2,1
155,396277.847,3872954.546,1.2,0.1168,17.98,0.1168,17.982,1.2,2.1,1
156,396277.901,3872954.443,1.198,0.1168,18.096,0.1168,18.098,0.9,1.5,1
157,396277.955,3872954.339,1.197,0.1168,18.213,0.1168,18.215,0.5,0.8,1
158,396278.009,3872954.236,1.197,0.1168,18.33,0.1168,18.332,0.1,0.1,1
159,396278.064,3872954.133,1.198,0.1168,18.447,0.1168,18.449,0.5,0.9,1
160,396278.118,3872954.029,1.2,0.1168,18.563,0.1168,18.565,1.0,1.7,1
161,396278.172,3872953.926,1.203,0.1168,18.68,0.1168,18.682,1.4,2.5,1
162,396278.227,3872953.823,1.208,0.1168,18.797,0.1168,18.799,2.1,3.7,1
163,396278.281,3872953.719,1.213,0.1168,18.914,0.1169,18.916,2.4,4.1,1
164,396278.335,3872953.616,1.217,0.1168,19.03,0.1169,19.033,2.4,4.2,1
165,396278.389,3872953.513,1.222,0.1168,19.147,0.1168,19.149,2.3,3.9,1
166,396278.444,3872953.409,1.226,0.1168,19.264,0.1168,19.266,2.0,3.4,1
167,396278.498,3872953.306,1.229,0.1168,19.381,0.1168,19.383,1.6,2.8,1
168,396278.552,3872953.203,1.232,0.1168,19.497,0.1168,19.5,1.3,2.3,1
169,396278.607,3872953.099,1.234,0.1168,19.614,0.1168,19.617,1.1,1.9,1
170,396278.661,3872952.996,1.236,0.1168,19.731,0.1168,19.733,1.0,1.7,1
171,396278.715,3872952.893,1.238,0.1168,19.848,0.1168,19.85,0.8,1.4,1
172,396278.769,3872952.789,1.24,0.1168,19.964,0.1168,19.967,0.8,1.5,1
173,396278.824,3872952.686,1.242,0.1168,20.081,0.1168,20.084,1.0,1.8,1
174,396278.878,3872952.583,1.244,0.1168,20.198,0.1168,20.201,1.1,1.9,1
175,396278.932,3872952.479,1.246,0.1168,20.315,0.1168,20.317,1.2,2.1,1
176,396278.987,3872952.376,1.249,0.1168,20.431,0.1168,20.434,1.4,2.4,1
177,396279.041,3872952.273,1.251,0.1168,20.548,0.1168,20.551,1.0,1.7,1
178,396279.095,3872952.169,1.253,0.1168,20.665,0.1168,20.668,0.8,1.3,1
179,396279.149,3872952.066,1.254,0.1168,20.782,0.1168,20.784,0.5,0.9,1
180,396279.204,3872951.963,1.255,0.1168,20.898,0.1168,20.901,0.4,0.7,1
181,396279.258,3872951.859,1.255,0.1168,21.015,0.1168,21.018,0.3,0.5,1
182,396279.312,3872951.756,1.255,0.1168,21.132,0.1168,21.135,0.0,0.0,1
183,396279.367,3872951.653,1.255,0.1168,21.249,0.1168,21.251,0.1,0.2,1
184,396279.421,3872951.550,1.254,0.1168,21.365,0.1168,21.368,0.4,0.7,1
185,396279.475,3872951.446,1.254,0.1168,21.482,0.1168,21.485,0.4,0.7,1
186,396279.530,3872951.343,1.252,0.1168,21.599,0.1168,21.602,0.7,1.2,1
187,396279.584,3872951.240,1.251,0.1168,21.716,0.1168,21.718,0.6,1.0,1
188,396279.638,3872951.136,1.25,0.1168,21.832,0.1168,21.835,0.6,1.1,1
189,396279.692,3872951.033,1.249,0.1168,21.949,0.1168,21.952,0.6,1.1,1
190,396279.747,3872950.930,1.248,0.1168,22.066,0.1168,22.069,0.4,0.8,1
191,396279.801,3872950.826,1.247,0.1168,22.183,0.1168,22.185,0.3,0.5,1
192,396279.855,3872950.723,1.247,0.1168,22.299,0.1168,22.302,0.0,0.1,1
193,396279.910,3872950.620,1.248,0.1168,22.416,0.1168,22.419,0.4,0.6,1
194,396279.964,3872950.516,1.249,0.1168,22.533,0.1168,22.536,0.7,1.3,1
195,396280.018,3872950.413,1.251,0.1168,22.65,0.1168,22.652,1.0,1.8,1
196,396280.072,3872950.310,1.254,0.1168,22.766,0.1168,22.769,1.3,2.2,1
197,396280.127,3872950.206,1.257,0.1168,22.883,0.1168,22.886,1.4,2.5,1
198,396280.181,3872950.103,1.26,0.1168,23,0.1168,23.003,1.5,2.7,1
199,396280.235,3872950.000,1.264,0.1168,23.117,0.1168,23.12,1.7,3.1,1
200,396280.290,3872949.896,1.267,0.1168,23.233,0.1168,23.236,1.7,2.9,1
201,396280.344,3872949.793,1.271,0.1168,23.35,0.1168,23.353,1.8,3.1,1
202,396280.398,3872949.690,1.274,0.1168,23.467,0.1168,23.47,1.7,2.9,1
203,396280.452,3872949.586,1.277,0.1168,23.584,0.1168,23.587,1.5,2.6,1
204,396280.507,3872949.483,1.28,0.1168,23.701,0.1168,23.704,1.4,2.4,1
205,396280.561,3872949.380,1.283,0.1168,23.817,0.1168,23.82,1.3,2.3,1
206,396280.615,3872949.276,1.285,0.1168,23.934,0.1168,23.937,1.1,1.9,1
207,396280.670,3872949.173,1.287,0.1168,24.051,0.1168,24.054,1.0,1.8,1
208,396280.724,3872949.070,1.289,0.1168,24.168,0.1168,24.171,0.8,1.5,1
209,396280.778,3872948.966,1.291,0.1168,24.284,0.1168,24.287,0.8,1.4,1
210,396280.832,3872948.863,1.292,0.1168,24.401,0.1168,24.404,0.7,1.3,1
211,396280.887,3872948.760,1.294,0.1168,24.518,0.1168,24.521,0.8,1.3,1
212,396280.941,3872948.656,1.295,0.1168,24.635,0.1168,24.638,0.7,1.3,1
213,396280.995,3872948.553,1.297,0.1168,24.751,0.1168,24.755,0.9,1.5,1
214,396281.050,3872948.450,1.299,0.1168,24.868,0.1168,24.871,0.9,1.5,1
215,396281.104,3872948.346,1.301,0.1168,24.985,0.1168,24.988,1.1,1.9,1
216,396281.158,3872948.243,1.303,0.1168,25.102,0.1168,25.105,1.2,2.1,1
217,396281.213,3872948.140,1.306,0.1168,25.218,0.1168,25.222,1.2,2.1,1
218,396281.267,3872948.036,1.308,0.1168,25.335,0.1168,25.338,1.1,1.9,1
219,396281.321,3872947.933,1.31,0.1168,25.452,0.1168,25.455,1.0,1.8,1
220,396281.375,3872947.830,1.312,0.1168,25.569,0.1168,25.572,0.8,1.4,1
221,396281.430,3872947.726,1.313,0.1168,25.685,0.1168,25.689,0.6,1.0,1
222,396281.484,3872947.623,1.314,0.1168,25.802,0.1168,25.805,0.4,0.6,1
223,396281.538,3872947.520,1.314,0.1168,25.919,0.1168,25.922,0.2,0.4,1
224,396281.593,3872947.417,1.314,0.1168,26.036,0.1168,26.039,0.1,0.2,1
225,396281.647,3872947.313,1.314,0.1168,26.152,0.1168,26.156,0.0,0.0,1
226,396281.701,3872947.210,1.314,0.1168,26.269,0.1168,26.272,0.1,0.2,1
227,396281.755,3872947.107,1.314,0.1168,26.386,0.1168,26.389,0.0,0.1,1
228,396281.810,3872947.003,1.314,0.1168,26.503,0.1168,26.506,0.1,0.1,1
229,396281.864,3872946.900,1.314,0.1168,26.619,0.1168,26.623,0.1,0.2,1
230,396281.918,3872946.797,1.313,0.1168,26.736,0.1168,26.739,0.1,0.2,1
231,396281.973,3872946.693,1.313,0.1168,26.853,0.1168,26.856,0.0,0.1,1
232,396282.027,3872946.590,1.313,0.1168,26.97,0.1168,26.973,0.0,0.0,1
233,396282.081,3872946.487,1.314,0.1168,27.086,0.1168,27.09,0.2,0.4,1
234,396282.135,3872946.383,1.315,0.1168,27.203,0.1168,27.206,0.4,0.7,1
235,396282.190,3872946.280,1.316,0.1168,27.32,0.1168,27.323,0.6,1.0,1
236,396282.244,3872946.177,1.317,0.1168,27.437,0.1168,27.44,0.8,1.5,1
237,396282.298,3872946.073,1.319,0.1168,27.553,0.1168,27.557,0.9,1.6,1
238,396282.353,3872945.970,1.322,0.1168,27.67,0.1168,27.673,1.1,1.9,1
239,396282.407,3872945.867,1.324,0.1168,27.787,0.1168,27.79,1.2,2.1,1
240,396282.461,3872945.763,1.326,0.1168,27.904,0.1168,27.907,1.2,2.1,1
241,396282.515,3872945.660,1.329,0.1168,28.02,0.1168,28.024,1.2,2.0,1
242,396282.570,3872945.557,1.331,0.1168,28.137,0.1168,28.141,1.1,2.0,1
243,396282.624,3872945.453,1.333,0.1168,28.254,0.1168,28.257,1.0,1.8,1
244,396282.678,3872945.350,1.335,0.1168,28.371,0.1168,28.374,0.9,1.6,1
245,396282.733,3872945.247,1.337,0.1168,28.487,0.1168,28.491,0.9,1.5,1
246,396282.787,3872945.143,1.338,0.1168,28.604,0.1168,28.608,0.8,1.4,1
247,396282.841,3872945.040,1.34,0.1168,28.721,0.1168,28.724,0.8,1.3,1
248,396282.896,3872944.937,1.341,0.1168,28.838,0.1168,28.841,0.7,1.2,1
249,396282.950,3872944.833,1.343,0.1168,28.954,0.1168,28.958,0.7,1.2,1
250,396283.004,3872944.730,1.344,0.1168,29.071,0.1168,29.075,0.7,1.2,1
251,396283.058,3872944.627,1.346,0.1168,29.188,0.1168,29.191,0.8,1.3,1
252,396283.113,3872944.523,1.347,0.1168,29.305,0.1168,29.308,0.7,1.3,1
253,396283.167,3872944.420,1.349,0.1168,29.421,0.1168,29.425,0.8,1.4,1
254,396283.221,3872944.317,1.35,0.1168,29.538,0.1168,29.542,0.8,1.4,1
255,396283.276,3872944.213,1.352,0.1168,29.655,0.1168,29.659,0.9,1.5,1
256,396283.330,3872944.110,1.354,0.1168,29.772,0.1168,29.775,0.9,1.6,1
257,396283.384,3872944.007,1.356,0.1168,29.888,0.1168,29.892,1.0,1.7,1
258,396283.438,3872943.903,1.358,0.1168,30.005,0.1168,30.009,0.9,1.6,1
259,396283.493,3872943.800,1.36,0.1168,30.122,0.1168,30.126,0.9,1.6,1
260,396283.547,3872943.697,1.362,0.1168,30.239,0.1168,30.242,0.9,1.6,1
261,396283.601,3872943.593,1.364,0.1168,30.355,0.1168,30.359,1.0,1.8,1
262,396283.656,3872943.490,1.366,0.1168,30.472,0.1168,30.476,1.1,2.0,1
263,396283.710,3872943.387,1.369,0.1168,30.589,0.1168,30.593,1.3,2.2,1
264,396283.764,3872943.283,1.371,0.1168,30.706,0.1168,30.709,1.4,2.4,1
265,396283.818,3872943.180,1.375,0.1168,30.822,0.1168,30.826,1.5,2.6,1
266,396283.873,3872943.077,1.378,0.1168,30.939,0.1168,30.943,1.5,2.6,1
267,396283.927,3872942.974,1.381,0.1168,31.056,0.1168,31.06,1.5,2.6,1
268,396283.981,3872942.870,1.384,0.1168,31.173,0.1168,31.177,1.4,2.4,1
269,396284.036,3872942.767,1.386,0.1168,31.289,0.1168,31.293,1.3,2.2,1
270,396284.090,3872942.664,1.388,0.1168,31.406,0.1168,31.41,1.1,1.9,1
271,396284.144,3872942.560,1.39,0.1168,31.523,0.1168,31.527,0.9,1.6,1
272,396284.198,3872942.457,1.392,0.1168,31.64,0.1168,31.644,0.8,1.3,1
273,396284.253,3872942.354,1.393,0.1168,31.756,0.1168,31.76,0.6,1.1,1
274,396284.307,3872942.250,1.394,0.1168,31.873,0.1168,31.877,0.6,1.0,1
275,396284.361,3872942.147,1.395,0.1168,31.99,0.1168,31.994,0.6,1.0,1
276,396284.416,3872942.044,1.397,0.1168,32.107,0.1168,32.111,0.6,1.1,1
277,396284.470,3872941.940,1.398,0.1168,32.223,0.1168,32.227,0.7,1.2,1
278,396284.524,3872941.837,1.399,0.1168,32.34,0.1168,32.344,0.7,1.2,1
279,396284.579,3872941.734,1.401,0.1168,32.457,0.1168,32.461,0.5,0.9,1
280,396284.633,3872941.630,1.402,0.1168,32.574,0.1168,32.578,0.5,0.8,1
281,396284.687,3872941.527,1.402,0.1168,32.69,0.1168,32.695,0.3,0.6,1
282,396284.741,3872941.424,1.403,0.1168,32.807,0.1168,32.811,0.2,0.3,1
283,396284.796,3872941.320,1.403,0.1168,32.924,0.1168,32.928,0.1,0.1,1
284,396284.850,3872941.217,1.403,0.1168,33.041,0.1168,33.045,0.0,0.0,1
285,396284.904,3872941.114,1.403,0.1168,33.157,0.1168,33.162,0.0,0.0,1
286,396284.959,3872941.010,1.403,0.1168,33.274,0.1168,33.278,0.1,0.1,1
287,396285.013,3872940.907,1.403,0.1168,33.391,0.1168,33.395,0.1,0.2,1
288,396285.067,3872940.804,1.404,0.1168,33.508,0.1168,33.512,0.3,0.4,1
289,396285.121,3872940.700,1.405,0.1168,33.624,0.1168,33.629,0.6,1.0,1
290,396285.176,3872940.597,1.406,0.1168,33.741,0.1168,33.745,0.7,1.3,1
291,396285.230,3872940.494,1.408,0.1168,33.858,0.1168,33.862,1.0,1.8,1
292,396285.284,3872940.390,1.411,0.1168,33.975,0.1168,33.979,1.2,2.1,1
293,396285.339,3872940.287,1.414,0.1168,34.091,0.1168,34.096,1.4,2.5,1
294,396285.393,3872940.184,1.417,0.1168,34.208,0.1168,34.212,1.6,2.7,1
295,396285.447,3872940.080,1.42,0.1168,34.325,0.1168,34.329,1.7,2.9,1
296,396285.501,3872939.977,1.424,0.1168,34.442,0.1168,34.446,1.7,3.0,1
297,396285.556,3872939.874,1.427,0.1168,34.558,0.1168,34.563,1.7,3.0,1
298,396285.610,3872939.770,1.431,0.1168,34.675,0.1168,34.68,1.7,3.0,1
299,396285.664,3872939.667,1.434,0.1168,34.792,0.1168,34.796,1.5,2.7,1
300,396285.719,3872939.564,1.437,0.1168,34.909,0.1168,34.913,1.5,2.6,1
301,396285.773,3872939.460,1.44,0.1168,35.025,0.1168,35.03,1.3,2.3,1
302,396285.827,3872939.357,1.442,0.1168,35.142,0.1168,35.147,1.3,2.2,1
303,396285.881,3872939.254,1.445,0.1168,35.259,0.1168,35.264,1.1,1.9,1
304,396285.936,3872939.150,1.447,0.1168,35.376,0.1168,35.38,1.1,1.9,1
305,396285.990,3872939.047,1.449,0.1168,35.492,0.1168,35.497,1.1,1.9,1
306,396286.044,3872938.944,1.451,0.1168,35.609,0.1168,35.614,1.1,2.0,1
307,396286.099,3872938.840,1.454,0.1168,35.726,0.1168,35.731,1.1,1.9,1
