"ID","X","Y","Elevation","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
33,398191.121,3874786.307,0.121,0.2311,7.396,0.2314,7.428,2.7,4.7,1
34,398191.279,3874786.139,0.101,0.2311,7.628,0.2321,7.66,5.1,8.9,1
35,398191.437,3874785.970,0.073,0.2311,7.859,0.2328,7.893,6.9,12.0,1
36,398191.595,3874785.802,0.045,0.2311,8.09,0.2328,8.126,6.8,11.8,1
37,398191.754,3874785.633,0.02,0.2311,8.321,0.2325,8.358,6.3,11.0,1
38,398191.912,3874785.465,0.0026626806,0.2311,8.552,0.2318,8.59,4.3,7.5,1
39,398192.070,3874785.296,0.012,0.2311,8.783,0.2316,8.821,3.6,6.3,1
40,398192.228,3874785.128,0.022,0.2311,9.014,0.2314,9.053,2.6,4.5,1
41,398192.386,3874784.959,0.03,0.2311,9.246,0.2313,9.284,1.8,3.2,1
42,398192.544,3874784.791,0.032,0.2311,9.477,0.2311,9.515,0.5,0.9,1
43,398192.702,3874784.622,0.021,0.2311,9.708,0.2314,9.747,2.7,4.7,1
44,398192.861,3874784.454,0.0020661168,0.2311,9.939,0.2319,9.979,4.7,8.2,1
45,398193.019,3874784.285,0.022,0.2311,10.17,0.2324,10.211,5.9,10.3,1
46,398193.177,3874784.117,0.045,0.2311,10.401,0.2323,10.443,5.7,10.1,1
47,398193.335,3874783.948,0.062,0.2311,10.632,0.2318,10.675,4.3,7.5,1
48,398193.493,3874783.780,0.075,0.2311,10.863,0.2315,10.907,3.2,5.6,1
49,398193.651,3874783.611,0.085,0.2311,11.095,0.2313,11.138,2.4,4.1,1
50,398193.809,3874783.443,0.096,0.2311,11.326,0.2314,11.369,2.7,4.7,1
51,398193.968,3874783.275,0.105,0.2311,11.557,0.2313,11.601,2.3,4.1,1
52,398194.126,3874783.106,0.113,0.2311,11.788,0.2313,11.832,2.0,3.5,1
53,398194.284,3874782.938,0.12,0.2311,12.019,0.2312,12.063,1.7,3.0,1
54,398194.442,3874782.769,0.124,0.2311,12.25,0.2312,12.294,0.9,1.5,1
55,398194.600,3874782.601,0.129,0.2311,12.481,0.2312,12.525,1.3,2.2,1
56,398194.758,3874782.432,0.131,0.2311,12.713,0.2311,12.757,0.6,1.0,1
57,398194.917,3874782.264,0.131,0.2311,12.944,0.2311,12.988,0.1,0.2,1
58,398195.075,3874782.095,0.128,0.2311,13.175,0.2311,13.219,0.6,1.0,1
59,398195.233,3874781.927,0.121,0.2311,13.406,0.2313,13.45,1.9,3.3,1
60,398195.391,3874781.758,0.114,0.2311,13.637,0.2312,13.681,1.6,2.8,1
61,398195.549,3874781.590,0.106,0.2311,13.868,0.2313,13.913,2.0,3.5,1
62,398195.707,3874781.421,0.098,0.2311,14.099,0.2313,14.144,2.1,3.7,1
63,398195.865,3874781.253,0.087,0.2311,14.331,0.2314,14.375,2.5,4.4,1
64,398196.024,3874781.084,0.079,0.2311,14.562,0.2313,14.607,2.0,3.4,1
65,398196.182,3874780.916,0.075,0.2311,14.793,0.2312,14.838,1.0,1.8,1
66,398196.340,3874780.747,0.075,0.2311,15.024,0.2311,15.069,0.1,0.1,1
67,398196.498,3874780.579,0.08,0.2311,15.255,0.2312,15.3,1.3,2.2,1
68,398196.656,3874780.410,0.089,0.2311,15.486,0.2313,15.531,2.2,3.8,1
69,398196.814,3874780.242,0.099,0.2311,15.717,0.2313,15.763,2.4,4.2,1
70,398196.973,3874780.074,0.109,0.2311,15.948,0.2314,15.994,2.6,4.5,1
71,398197.131,3874779.905,0.117,0.2311,16.18,0.2313,16.225,1.9,3.3,1
72,398197.289,3874779.737,0.124,0.2311,16.411,0.2312,16.457,1.8,3.1,1
73,398197.447,3874779.568,0.132,0.2311,16.642,0.2313,16.688,2.1,3.6,1
74,398197.605,3874779.400,0.146,0.2311,16.873,0.2316,16.919,3.5,6.1,1
75,398197.763,3874779.231,0.165,0.2311,17.104,0.2319,17.151,4.6,8.1,1
76,398197.921,3874779.063,0.184,0.2311,17.335,0.2319,17.383,4.7,8.2,1
77,398198.080,3874778.894,0.198,0.2311,17.566,0.2316,17.615,3.6,6.3,1
78,398198.238,3874778.726,0.202,0.2311,17.798,0.2312,17.846,0.9,1.6,1
79,398198.396,3874778.557,0.204,0.2311,18.029,0.2311,18.077,0.6,1.0,1
80,398198.554,3874778.389,0.208,0.2311,18.26,0.2312,18.308,0.8,1.4,1
81,398198.712,3874778.220,0.216,0.2311,18.491,0.2313,18.54,2.1,3.7,1
82,398198.870,3874778.052,0.227,0.2311,18.722,0.2314,18.771,2.8,4.9,1
83,398199.029,3874777.883,0.238,0.2311,18.953,0.2314,19.002,2.6,4.6,1
84,398199.187,3874777.715,0.241,0.2311,19.184,0.2312,19.234,0.7,1.2,1
85,398199.345,3874777.546,0.239,0.2311,19.416,0.2311,19.465,0.4,0.6,1
86,398199.503,3874777.378,0.236,0.2311,19.647,0.2312,19.696,0.9,1.6,1
87,398199.661,3874777.209,0.232,0.2311,19.878,0.2312,19.927,0.9,1.6,1
88,398199.819,3874777.041,0.23,0.2311,20.109,0.2311,20.158,0.5,0.9,1
89,398199.977,3874776.872,0.227,0.2311,20.34,0.2312,20.389,0.6,1.1,1
90,398200.136,3874776.704,0.225,0.2311,20.571,0.2312,20.621,0.6,1.1,1
91,398200.294,3874776.536,0.223,0.2311,20.802,0.2311,20.852,0.6,1.0,1
92,398200.452,3874776.367,0.219,0.2311,21.034,0.2312,21.083,0.9,1.5,1
93,398200.610,3874776.199,0.216,0.2311,21.265,0.2312,21.314,0.8,1.4,1
94,398200.768,3874776.030,0.214,0.2311,21.496,0.2311,21.545,0.4,0.7,1
95,398200.926,3874775.862,0.213,0.2311,21.727,0.2311,21.776,0.2,0.3,1
96,398201.085,3874775.693,0.217,0.2311,21.958,0.2312,22.007,1.0,1.7,1
97,398201.243,3874775.525,0.223,0.2311,22.189,0.2312,22.239,1.3,2.3,1
98,398201.401,3874775.356,0.228,0.2311,22.42,0.2312,22.47,1.3,2.3,1
99,398201.559,3874775.188,0.234,0.2311,22.651,0.2312,22.701,1.5,2.6,1
100,398201.717,3874775.019,0.239,0.2311,22.883,0.2312,22.932,1.3,2.2,1
101,398201.875,3874774.851,0.244,0.2311,23.114,0.2312,23.163,1.3,2.3,1
102,398202.033,3874774.682,0.25,0.2311,23.345,0.2312,23.395,1.4,2.4,1
103,398202.192,3874774.514,0.254,0.2311,23.576,0.2312,23.626,1.0,1.7,1
104,398202.350,3874774.345,0.255,0.2311,23.807,0.2311,23.857,0.2,0.3,1
105,398202.508,3874774.177,0.251,0.2311,24.038,0.2312,24.088,1.0,1.8,1
106,398202.666,3874774.008,0.243,0.2311,24.269,0.2313,24.319,1.8,3.2,1
107,398202.824,3874773.840,0.238,0.2311,24.501,0.2312,24.551,1.4,2.4,1
108,398202.982,3874773.671,0.235,0.2311,24.732,0.2312,24.782,0.7,1.2,1
109,398203.140,3874773.503,0.237,0.2311,24.963,0.2312,25.013,0.6,1.0,1
110,398203.299,3874773.335,0.242,0.2311,25.194,0.2312,25.244,1.2,2.1,1
111,398203.457,3874773.166,0.247,0.2311,25.425,0.2312,25.475,1.1,1.9,1
112,398203.615,3874772.998,0.25,0.2311,25.656,0.2312,25.706,0.9,1.6,1
113,398203.773,3874772.829,0.252,0.2311,25.887,0.2311,25.938,0.5,0.8,1
114,398203.931,3874772.661,0.254,0.2311,26.119,0.2311,26.169,0.3,0.6,1
115,398204.089,3874772.492,0.255,0.2311,26.35,0.2311,26.4,0.4,0.6,1
116,398204.248,3874772.324,0.26,0.2311,26.581,0.2312,26.631,1.2,2.1,1
117,398204.406,3874772.155,0.269,0.2311,26.812,0.2313,26.862,2.1,3.7,1
118,398204.564,3874771.987,0.279,0.2311,27.043,0.2314,27.094,2.6,4.6,1
119,398204.722,3874771.818,0.29,0.2311,27.274,0.2314,27.325,2.6,4.5,1
120,398204.880,3874771.650,0.298,0.2311,27.505,0.2313,27.556,2.0,3.5,1
121,398205.038,3874771.481,0.305,0.2311,27.737,0.2313,27.788,1.9,3.3,1
122,398205.196,3874771.313,0.313,0.2311,27.968,0.2313,28.019,2.0,3.5,1
123,398205.355,3874771.144,0.323,0.2311,28.199,0.2313,28.25,2.3,4.0,1
124,398205.513,3874770.976,0.334,0.2311,28.43,0.2314,28.482,2.9,5.0,1
125,398205.671,3874770.807,0.345,0.2311,28.661,0.2314,28.713,2.6,4.5,1
126,398205.829,3874770.639,0.353,0.2311,28.892,0.2313,28.944,2.0,3.5,1
127,398205.987,3874770.470,0.358,0.2311,29.123,0.2312,29.176,1.4,2.4,1
128,398206.145,3874770.302,0.361,0.2311,29.354,0.2312,29.407,0.6,1.1,1
129,398206.304,3874770.134,0.365,0.2311,29.586,0.2312,29.638,1.0,1.7,1
130,398206.462,3874769.965,0.368,0.2311,29.817,0.2312,29.869,0.7,1.2,1
131,398206.620,3874769.797,0.372,0.2311,30.048,0.2312,30.1,1.1,2.0,1
132,398206.778,3874769.628,0.374,0.2311,30.279,0.2311,30.331,0.4,0.8,1
133,398206.936,3874769.460,0.375,0.2311,30.51,0.2311,30.562,0.2,0.3,1
134,398207.094,3874769.291,0.372,0.2311,30.741,0.2312,30.794,0.6,1.1,1
135,398207.252,3874769.123,0.369,0.2311,30.972,0.2312,31.025,0.7,1.2,1
136,398207.411,3874768.954,0.364,0.2311,31.204,0.2312,31.256,1.4,2.4,1
137,398207.569,3874768.786,0.358,0.2311,31.435,0.2312,31.487,1.6,2.8,1
138,398207.727,3874768.617,0.35,0.2311,31.666,0.2313,31.718,1.9,3.3,1
139,398207.885,3874768.449,0.342,0.2311,31.897,0.2313,31.95,2.0,3.5,1
140,398208.043,3874768.280,0.334,0.2311,32.128,0.2313,32.181,1.9,3.2,1
141,398208.201,3874768.112,0.327,0.2311,32.359,0.2313,32.412,1.8,3.2,1
142,398208.360,3874767.943,0.322,0.2311,32.59,0.2312,32.643,1.3,2.3,1
143,398208.518,3874767.775,0.318,0.2311,32.822,0.2312,32.875,1.0,1.8,1
144,398208.676,3874767.606,0.318,0.2311,33.053,0.2311,33.106,0.1,0.1,1
145,398208.834,3874767.438,0.321,0.2311,33.284,0.2312,33.337,0.8,1.4,1
146,398208.992,3874767.269,0.329,0.2311,33.515,0.2313,33.568,1.9,3.4,1
147,398209.150,3874767.101,0.338,0.2311,33.746,0.2313,33.8,2.4,4.2,1
148,398209.308,3874766.933,0.351,0.2311,33.977,0.2315,34.031,3.0,5.3,1
149,398209.467,3874766.764,0.362,0.2311,34.208,0.2314,34.262,2.8,4.9,1
150,398209.625,3874766.596,0.372,0.2311,34.44,0.2314,34.494,2.5,4.4,1
151,398209.783,3874766.427,0.381,0.2311,34.671,0.2313,34.725,2.2,3.9,1
152,398209.941,3874766.259,0.387,0.2311,34.902,0.2312,34.956,1.5,2.6,1
153,398210.099,3874766.090,0.391,0.2311,35.133,0.2312,35.187,1.0,1.8,1
154,398210.257,3874765.922,0.393,0.2311,35.364,0.2311,35.419,0.4,0.6,1
155,398210.415,3874765.753,0.392,0.2311,35.595,0.2311,35.65,0.2,0.3,1
156,398210.574,3874765.585,0.39,0.2311,35.826,0.2312,35.881,0.7,1.1,1
157,398210.732,3874765.416,0.385,0.2311,36.057,0.2312,36.112,1.1,1.9,1
158,398210.890,3874765.248,0.38,0.2311,36.289,0.2312,36.343,1.2,2.1,1
159,398211.048,3874765.079,0.375,0.2311,36.52,0.2312,36.574,1.2,2.1,1
160,398211.206,3874764.911,0.372,0.2311,36.751,0.2312,36.806,0.9,1.5,1
161,398211.364,3874764.742,0.37,0.2311,36.982,0.2311,37.037,0.4,0.7,1
162,398211.523,3874764.574,0.369,0.2311,37.213,0.2311,37.268,0.2,0.4,1
163,398211.681,3874764.405,0.37,0.2311,37.444,0.2311,37.499,0.1,0.2,1
164,398211.839,3874764.237,0.371,0.2311,37.675,0.2311,37.73,0.3,0.5,1
165,398211.997,3874764.068,0.373,0.2311,37.907,0.2311,37.961,0.6,1.0,1
166,398212.155,3874763.900,0.376,0.2311,38.138,0.2312,38.193,0.8,1.3,1
167,398212.313,3874763.731,0.38,0.2311,38.369,0.2312,38.424,0.9,1.5,1
168,398212.471,3874763.563,0.383,0.2311,38.6,0.2312,38.655,0.9,1.6,1
169,398212.630,3874763.395,0.385,0.2311,38.831,0.2311,38.886,0.3,0.6,1
170,398212.788,3874763.226,0.385,0.2311,39.062,0.2311,39.117,0.0,0.0,1
171,398212.946,3874763.058,0.383,0.2311,39.293,0.2311,39.348,0.4,0.6,1
172,398213.104,3874762.889,0.382,0.2311,39.525,0.2311,39.579,0.3,0.5,1
173,398213.262,3874762.721,0.383,0.2311,39.756,0.2311,39.811,0.3,0.4,1
174,398213.420,3874762.552,0.385,0.2311,39.987,0.2311,40.042,0.4,0.7,1
175,398213.579,3874762.384,0.388,0.2311,40.218,0.2312,40.273,0.9,1.6,1
176,398213.737,3874762.215,0.393,0.2311,40.449,0.2312,40.504,1.2,2.0,1
177,398213.895,3874762.047,0.399,0.2311,40.68,0.2312,40.735,1.5,2.6,1
178,398214.053,3874761.878,0.405,0.2311,40.911,0.2312,40.966,1.5,2.6,1
179,398214.211,3874761.710,0.41,0.2311,41.142,0.2312,41.198,1.2,2.0,1
180,398214.369,3874761.541,0.413,0.2311,41.374,0.2312,41.429,0.7,1.3,1
181,398214.527,3874761.373,0.415,0.2311,41.605,0.2311,41.66,0.5,0.8,1
182,398214.686,3874761.204,0.417,0.2311,41.836,0.2311,41.891,0.5,0.9,1
183,398214.844,3874761.036,0.419,0.2311,42.067,0.2311,42.122,0.4,0.8,1
184,398215.002,3874760.867,0.422,0.2311,42.298,0.2312,42.353,0.7,1.3,1
185,398215.160,3874760.699,0.426,0.2311,42.529,0.2312,42.585,1.1,1.8,1
186,398215.318,3874760.530,0.43,0.2311,42.76,0.2312,42.816,1.0,1.7,1
187,398215.476,3874760.362,0.434,0.2311,42.992,0.2312,43.047,1.1,2.0,1
188,398215.635,3874760.194,0.438,0.2311,43.223,0.2312,43.278,0.9,1.6,1
189,398215.793,3874760.025,0.439,0.2311,43.454,0.2311,43.509,0.2,0.4,1
190,398215.951,3874759.857,0.438,0.2311,43.685,0.2311,43.74,0.1,0.2,1
191,398216.109,3874759.688,0.436,0.2311,43.916,0.2312,43.972,0.6,1.0,1
192,398216.267,3874759.520,0.434,0.2311,44.147,0.2311,44.203,0.5,0.9,1
193,398216.425,3874759.351,0.432,0.2311,44.378,0.2311,44.434,0.4,0.7,1
194,398216.583,3874759.183,0.431,0.2311,44.61,0.2311,44.665,0.2,0.3,1
195,398216.742,3874759.014,0.431,0.2311,44.841,0.2311,44.896,0.0,0.0,1
196,398216.900,3874758.846,0.431,0.2311,45.072,0.2311,45.127,0.1,0.1,1
197,398217.058,3874758.677,0.43,0.2311,45.303,0.2311,45.358,0.3,0.5,1
198,398217.216,3874758.509,0.43,0.2311,45.534,0.2311,45.59,0.1,0.2,1
199,398217.374,3874758.340,0.43,0.2311,45.765,0.2311,45.821,0.2,0.3,1
200,398217.532,3874758.172,0.433,0.2311,45.996,0.2312,46.052,0.7,1.1,1
201,398217.690,3874758.003,0.437,0.2311,46.228,0.2312,46.283,0.9,1.6,1
202,398217.849,3874757.835,0.439,0.2311,46.459,0.2312,46.514,0.7,1.1,1
203,398218.007,3874757.666,0.441,0.2311,46.69,0.2311,46.745,0.5,0.9,1
204,398218.165,3874757.498,0.442,0.2311,46.921,0.2311,46.976,0.2,0.4,1
205,398218.323,3874757.329,0.443,0.2311,47.152,0.2311,47.208,0.3,0.5,1
206,398218.481,3874757.161,0.445,0.2311,47.383,0.2311,47.439,0.5,0.8,1
207,398218.639,3874756.993,0.446,0.2311,47.614,0.2311,47.67,0.3,0.5,1
208,398218.798,3874756.824,0.447,0.2311,47.845,0.2311,47.901,0.0,0.1,1
209,398218.956,3874756.656,0.445,0.2311,48.077,0.2311,48.132,0.5,0.9,1
210,398219.114,3874756.487,0.441,0.2311,48.308,0.2312,48.363,0.9,1.5,1
211,398219.272,3874756.319,0.437,0.2311,48.539,0.2312,48.594,1.0,1.7,1
212,398219.430,3874756.150,0.432,0.2311,48.77,0.2312,48.826,1.2,2.2,1
213,398219.588,3874755.982,0.427,0.2311,49.001,0.2312,49.057,1.4,2.4,1
214,398219.746,3874755.813,0.422,0.2311,49.232,0.2312,49.288,1.1,2.0,1
215,398219.905,3874755.645,0.418,0.2311,49.463,0.2312,49.519,0.9,1.6,1
216,398220.063,3874755.476,0.416,0.2311,49.695,0.2311,49.75,0.4,0.8,1
217,398220.221,3874755.308,0.417,0.2311,49.926,0.2311,49.981,0.0,0.1,1
218,398220.379,3874755.139,0.419,0.2311,50.157,0.2312,50.213,0.7,1.2,1
219,398220.537,3874754.971,0.425,0.2311,50.388,0.2312,50.444,1.4,2.5,1
220,398220.695,3874754.802,0.431,0.2311,50.619,0.2312,50.675,1.3,2.4,1
221,398220.854,3874754.634,0.434,0.2311,50.85,0.2312,50.906,0.9,1.6,1
222,398221.012,3874754.465,0.435,0.2311,51.081,0.2311,51.137,0.1,0.2,1
223,398221.170,3874754.297,0.434,0.2311,51.313,0.2311,51.368,0.2,0.4,1
224,398221.328,3874754.128,0.433,0.2311,51.544,0.2311,51.6,0.1,0.2,1
225,398221.486,3874753.960,0.435,0.2311,51.775,0.2311,51.831,0.5,0.8,1
226,398221.644,3874753.792,0.437,0.2311,52.006,0.2311,52.062,0.6,1.0,1
227,398221.802,3874753.623,0.44,0.2311,52.237,0.2311,52.293,0.6,1.0,1
228,398221.961,3874753.455,0.441,0.2311,52.468,0.2311,52.524,0.3,0.5,1
229,398222.119,3874753.286,0.442,0.2311,52.699,0.2311,52.755,0.2,0.4,1
230,398222.277,3874753.118,0.445,0.2311,52.931,0.2312,52.987,0.7,1.3,1
231,398222.435,3874752.949,0.45,0.2311,53.162,0.2312,53.218,1.4,2.5,1
232,398222.593,3874752.781,0.458,0.2311,53.393,0.2313,53.449,1.8,3.2,1
233,398222.751,3874752.612,0.465,0.2311,53.624,0.2313,53.68,1.8,3.1,1
234,398222.910,3874752.444,0.47,0.2311,53.855,0.2312,53.911,1.3,2.3,1
235,398223.068,3874752.275,0.474,0.2311,54.086,0.2312,54.143,0.9,1.6,1
236,398223.226,3874752.107,0.477,0.2311,54.317,0.2312,54.374,0.7,1.2,1
237,398223.384,3874751.938,0.479,0.2311,54.548,0.2311,54.605,0.6,1.0,1
238,398223.542,3874751.770,0.481,0.2311,54.78,0.2311,54.836,0.6,1.0,1
239,398223.700,3874751.601,0.483,0.2311,55.011,0.2311,55.067,0.4,0.8,1
240,398223.858,3874751.433,0.485,0.2311,55.242,0.2311,55.298,0.5,0.9,1
241,398224.017,3874751.264,0.485,0.2311,55.473,0.2311,55.529,0.1,0.1,1
242,398224.175,3874751.096,0.484,0.2311,55.704,0.2311,55.761,0.3,0.6,1
243,398224.333,3874750.927,0.48,0.2311,55.935,0.2312,55.992,1.1,1.9,1
244,398224.491,3874750.759,0.475,0.2311,56.166,0.2312,56.223,1.2,2.2,1
245,398224.649,3874750.590,0.47,0.2311,56.398,0.2312,56.454,1.0,1.8,1
246,398224.807,3874750.422,0.467,0.2311,56.629,0.2312,56.685,0.8,1.3,1
247,398224.966,3874750.254,0.466,0.2311,56.86,0.2311,56.916,0.4,0.6,1
248,398225.124,3874750.085,0.464,0.2311,57.091,0.2311,57.148,0.4,0.7,1
249,398225.282,3874749.917,0.463,0.2311,57.322,0.2311,57.379,0.3,0.5,1
250,398225.440,3874749.748,0.463,0.2311,57.553,0.2311,57.61,0.2,0.3,1
251,398225.598,3874749.580,0.462,0.2311,57.784,0.2311,57.841,0.1,0.1,1
252,398225.756,3874749.411,0.461,0.2311,58.016,0.2311,58.072,0.3,0.5,1
253,398225.914,3874749.243,0.46,0.2311,58.247,0.2311,58.303,0.4,0.7,1
254,398226.073,3874749.074,0.457,0.2311,58.478,0.2312,58.534,0.7,1.2,1
255,398226.231,3874748.906,0.452,0.2311,58.709,0.2312,58.766,1.2,2.1,1
256,398226.389,3874748.737,0.447,0.2311,58.94,0.2312,58.997,1.2,2.1,1
257,398226.547,3874748.569,0.443,0.2311,59.171,0.2312,59.228,1.2,2.0,1
258,398226.705,3874748.400,0.438,0.2311,59.402,0.2312,59.459,1.1,1.9,1
259,398226.863,3874748.232,0.434,0.2311,59.634,0.2312,59.69,1.1,2.0,1
260,398227.021,3874748.063,0.428,0.2311,59.865,0.2312,59.922,1.5,2.6,1
261,398227.180,3874747.895,0.42,0.2311,60.096,0.2313,60.153,1.8,3.1,1
262,398227.338,3874747.726,0.413,0.2311,60.327,0.2312,60.384,1.7,3.0,1
263,398227.496,3874747.558,0.408,0.2311,60.558,0.2312,60.615,1.4,2.5,1
264,398227.654,3874747.389,0.406,0.2311,60.789,0.2311,60.846,0.4,0.7,1
265,398227.812,3874747.221,0.407,0.2311,61.02,0.2311,61.078,0.2,0.4,1
266,398227.970,3874747.053,0.411,0.2311,61.251,0.2312,61.309,0.9,1.7,1
267,398228.129,3874746.884,0.416,0.2311,61.483,0.2312,61.54,1.3,2.2,1
268,398228.287,3874746.716,0.42,0.2311,61.714,0.2312,61.771,1.0,1.8,1
269,398228.445,3874746.547,0.422,0.2311,61.945,0.2311,62.002,0.5,0.9,1
270,398228.603,3874746.379,0.421,0.2311,62.176,0.2311,62.233,0.2,0.4,1
271,398228.761,3874746.210,0.418,0.2311,62.407,0.2312,62.465,0.9,1.5,1
272,398228.919,3874746.042,0.413,0.2311,62.638,0.2312,62.696,1.1,2.0,1
273,398229.077,3874745.873,0.409,0.2311,62.869,0.2312,62.927,1.0,1.7,1
274,398229.236,3874745.705,0.408,0.2311,63.101,0.2311,63.158,0.4,0.8,1
275,398229.394,3874745.536,0.407,0.2311,63.332,0.2311,63.389,0.1,0.1,1
276,398229.552,3874745.368,0.408,0.2311,63.563,0.2311,63.62,0.0,0.1,1
277,398229.710,3874745.199,0.409,0.2311,63.794,0.2311,63.851,0.3,0.5,1
278,398229.868,3874745.031,0.411,0.2311,64.025,0.2312,64.083,0.6,1.1,1
279,398230.026,3874744.862,0.416,0.2311,64.256,0.2312,64.314,1.3,2.3,1
280,398230.185,3874744.694,0.425,0.2311,64.487,0.2313,64.545,2.2,3.8,1
281,398230.343,3874744.525,0.436,0.2311,64.719,0.2314,64.776,2.5,4.4,1
282,398230.501,3874744.357,0.447,0.2311,64.95,0.2314,65.008,2.8,4.8,1
283,398230.659,3874744.188,0.456,0.2311,65.181,0.2313,65.239,2.4,4.1,1
284,398230.817,3874744.020,0.464,0.2311,65.412,0.2313,65.471,2.0,3.5,1
285,398230.975,3874743.852,0.469,0.2311,65.643,0.2312,65.702,1.3,2.3,1
286,398231.133,3874743.683,0.473,0.2311,65.874,0.2312,65.933,0.8,1.3,1
287,398231.292,3874743.515,0.475,0.2311,66.105,0.2312,66.164,0.6,1.1,1
288,398231.450,3874743.346,0.478,0.2311,66.336,0.2312,66.395,0.7,1.2,1
289,398231.608,3874743.178,0.481,0.2311,66.568,0.2312,66.626,0.8,1.5,1
290,398231.766,3874743.009,0.484,0.2311,66.799,0.2312,66.857,0.8,1.3,1
291,398231.924,3874742.841,0.488,0.2311,67.03,0.2312,67.089,0.8,1.5,1
292,398232.082,3874742.672,0.492,0.2311,67.261,0.2312,67.32,1.0,1.7,1
293,398232.241,3874742.504,0.497,0.2311,67.492,0.2312,67.551,1.3,2.2,1
294,398232.399,3874742.335,0.504,0.2311,67.723,0.2312,67.782,1.7,2.9,1
295,398232.557,3874742.167,0.511,0.2311,67.954,0.2313,68.014,1.8,3.1,1
296,398232.715,3874741.998,0.518,0.2311,68.186,0.2313,68.245,1.8,3.2,1
297,398232.873,3874741.830,0.526,0.2311,68.417,0.2313,68.476,1.9,3.4,1
298,398233.031,3874741.661,0.532,0.2311,68.648,0.2312,68.707,1.5,2.7,1
299,398233.189,3874741.493,0.539,0.2311,68.879,0.2312,68.938,1.6,2.8,1
300,398233.348,3874741.324,0.545,0.2311,69.11,0.2312,69.17,1.5,2.6,1
301,398233.506,3874741.156,0.551,0.2311,69.341,0.2312,69.401,1.5,2.6,1
302,398233.664,3874740.987,0.557,0.2311,69.572,0.2312,69.632,1.6,2.8,1
303,398233.822,3874740.819,0.564,0.2311,69.804,0.2312,69.863,1.6,2.8,1
304,398233.980,3874740.651,0.57,0.2311,70.035,0.2312,70.095,1.5,2.7,1
305,398234.138,3874740.482,0.576,0.2311,70.266,0.2312,70.326,1.4,2.5,1
306,398234.296,3874740.314,0.582,0.2311,70.497,0.2312,70.557,1.6,2.8,1
307,398234.455,3874740.145,0.589,0.2311,70.728,0.2312,70.788,1.7,2.9,1
